112.200.223.65 - - [18/Jul/2010:06:26:00 -0400] "GET /ece242/examples/HelloWorld.java HTTP/1.1" 404 335 "http://www.ecs.umass.edu/ece/ece122/help/setenvironment.htm" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; InfoPath.2)"
67.195.113.245 - - [13/Jul/2010:08:59:07 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/monobook.css HTTP/1.0" 200 6730 "http://rio.ecs.umass.edu/~yliao/pmwiki/index.php?n=Misc.Latex" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
209.191.82.253 - - [13/Jul/2010:09:12:21 -0400] "GET /robots.txt HTTP/1.0" 404 415 "-" "Nokia6682/2.0 (3.01.1) SymbianOS/8.0 Series60/2.6 Profile/MIDP-2.0 configuration/CLDC-1.1 UP.Link/6.3.0.0.0 (compatible;YahooSeeker/M1A1-R2D2; http://help.yahoo.com/help/us/ysearch/crawling/crawling-01.html)"
123.125.66.74 - - [13/Jul/2010:09:45:00 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
220.181.125.72 - - [13/Jul/2010:09:45:22 -0400] "GET /robots.txt HTTP/1.1" 404 415 "-" "-"
220.181.7.57 - - [13/Jul/2010:09:46:02 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
207.46.13.131 - - [13/Jul/2010:09:55:24 -0400] "GET /~gao/paper/final.ppt HTTP/1.1" 404 329 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
67.195.113.245 - - [13/Jul/2010:10:14:28 -0400] "GET /~yliao/html/paper/aic02.pdf HTTP/1.0" 200 110707 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
193.47.80.48 - - [13/Jul/2010:10:27:33 -0400] "GET /robots.txt HTTP/1.1" 404 321 "-" "Mozilla/5.0 (compatible; Exabot/3.0; +http://www.exabot.com/go/robot)"
193.47.80.48 - - [13/Jul/2010:10:27:33 -0400] "GET /mnilpub/download/README_PTE.txt HTTP/1.1" 200 1633 "-" "Mozilla/5.0 (compatible; Exabot/3.0; +http://www.exabot.com/go/robot)"
18.111.113.28 - - [13/Jul/2010:10:39:33 -0400] "GET /~yliao/pmwiki/index.php?n=Misc.Latex HTTP/1.1" 200 15750 "http://www.google.com/search?hl=en&client=firefox-a&rls=org.mozilla%3Aen-US%3Aofficial&q=lgrind+latex+example&aq=f&aqi=&aql=&oq=&gs_rfai=" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
18.111.113.28 - - [13/Jul/2010:10:39:34 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/monobook.css HTTP/1.1" 200 6730 "http://rio.ecs.umass.edu/~yliao/pmwiki/index.php?n=Misc.Latex" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
18.111.113.28 - - [13/Jul/2010:10:39:34 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/headbg.jpg HTTP/1.1" 200 7881 "http://rio.ecs.umass.edu/~yliao/pmwiki/pub/skins/monobook/monobook.css" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
18.111.113.28 - - [13/Jul/2010:10:39:34 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/bullet.gif HTTP/1.1" 200 50 "http://rio.ecs.umass.edu/~yliao/pmwiki/pub/skins/monobook/monobook.css" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
18.111.113.28 - - [13/Jul/2010:10:39:34 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/external.png HTTP/1.1" 200 216 "http://rio.ecs.umass.edu/~yliao/pmwiki/pub/skins/monobook/monobook.css" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
18.111.113.28 - - [13/Jul/2010:10:39:34 -0400] "GET /~yliao/pmwiki/pub/umass.png HTTP/1.1" 200 20321 "http://rio.ecs.umass.edu/~yliao/pmwiki/index.php?n=Misc.Latex" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
18.111.113.28 - - [13/Jul/2010:10:39:34 -0400] "GET /favicon.ico HTTP/1.1" 200 4710 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 ( .NET CLR 3.5.30729)"
123.125.66.72 - - [13/Jul/2010:10:46:59 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
220.181.7.127 - - [13/Jul/2010:10:49:17 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
59.96.7.170 - - [13/Jul/2010:10:55:13 -0400] "GET /mnilpub/papers/PID28496.pdf HTTP/1.1" 200 192801 "http://books168.com/index.php?keyword=energy+efficient+concepts+of+wireless+network&filetype=pdf&page=results" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4"
59.96.7.170 - - [13/Jul/2010:10:55:15 -0400] "GET /favicon.ico HTTP/1.1" 200 4710 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4"
59.96.7.170 - - [13/Jul/2010:10:55:15 -0400] "GET /mnilpub/papers/PID28496.pdf HTTP/1.1" 206 184738 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4"
207.46.199.199 - - [13/Jul/2010:11:07:08 -0400] "GET /robots.txt HTTP/1.1" 404 415 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
128.119.100.153 - - [13/Jul/2010:11:08:37 -0400] "GET /robots.txt HTTP/1.0" 404 321 "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.153 - - [13/Jul/2010:11:08:37 -0400] "GET /mnilpub/papers/PID28496.pdf HTTP/1.0" 304 - "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.153 - - [13/Jul/2010:11:08:38 -0400] "GET /~yliao/pmwiki/ HTTP/1.0" 200 2810 "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
67.195.113.245 - - [13/Jul/2010:11:42:54 -0400] "GET /mnilpub/papers/jxia-imc05-slides.pdf HTTP/1.0" 200 404876 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
67.195.113.245 - - [13/Jul/2010:11:50:34 -0400] "GET /mnilpub/papers/Yliao-handoff.pdf HTTP/1.0" 200 838816 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
123.125.66.75 - - [13/Jul/2010:11:55:56 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
220.181.7.63 - - [13/Jul/2010:11:57:02 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
66.249.67.120 - - [13/Jul/2010:12:09:59 -0400] "GET /robots.txt HTTP/1.1" 404 321 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.67.120 - - [13/Jul/2010:12:09:59 -0400] "GET /~yliao/html/research.wik.html HTTP/1.1" 200 1741 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
67.195.113.245 - - [13/Jul/2010:12:43:21 -0400] "GET /mnilpub/papers/p317-wang-slide.ppt HTTP/1.0" 200 408576 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
137.122.206.195 - - [13/Jul/2010:12:55:10 -0400] "GET /mnilpub/papers/visa01b-yin.pdf HTTP/1.1" 200 881959 "http://scholar.google.ca/scholar?hl=en&q=virtual+network&as_sdt=2000&as_ylo=2010&as_vis=0" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; GTB6; SLCC1; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)"
137.122.206.195 - - [13/Jul/2010:12:55:10 -0400] "GET /mnilpub/papers/visa01b-yin.pdf HTTP/1.1" 206 4096 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; GTB6; SLCC1; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)"
137.122.206.195 - - [13/Jul/2010:12:55:11 -0400] "GET /mnilpub/papers/visa01b-yin.pdf HTTP/1.1" 206 839049 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; GTB6; SLCC1; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)"
220.181.7.87 - - [13/Jul/2010:12:55:24 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
123.125.66.130 - - [13/Jul/2010:12:55:45 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
67.195.113.245 - - [13/Jul/2010:13:15:23 -0400] "GET /~gao/ece697_05/references/BGP_NANOG/tsld032.htm HTTP/1.0" 404 350 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
66.249.67.120 - - [13/Jul/2010:13:18:31 -0400] "GET /publication/ HTTP/1.1" 404 322 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.67.120 - - [13/Jul/2010:13:31:06 -0400] "GET /research/ HTTP/1.1" 404 318 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.67.120 - - [13/Jul/2010:13:31:28 -0400] "GET /publication.htm HTTP/1.1" 404 324 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.67.120 - - [13/Jul/2010:13:43:10 -0400] "GET /html/publication/ HTTP/1.1" 200 6445 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.67.120 - - [13/Jul/2010:13:46:33 -0400] "GET /download.htm HTTP/1.1" 404 321 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
123.125.66.87 - - [13/Jul/2010:13:46:52 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
220.181.7.116 - - [13/Jul/2010:13:47:00 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
66.249.67.120 - - [13/Jul/2010:14:12:46 -0400] "GET /~gao/ece665_08/slides/BFS.ppt HTTP/1.1" 404 336 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
207.210.234.226 - - [13/Jul/2010:14:24:40 -0400] "GET /robots.txt HTTP/1.0" 404 321 "-" "agbot/1.0 (AgHaven.com search engine crawler; http://search.aghaven.com; bot@aghaven.com)"
207.210.234.226 - - [13/Jul/2010:14:24:40 -0400] "GET /~gao/paper/imc_final.pdf HTTP/1.0" 404 332 "-" "agbot/1.0 (AgHaven.com search engine crawler; http://search.aghaven.com; bot@aghaven.com)"
67.195.113.245 - - [13/Jul/2010:14:40:05 -0400] "GET /~yliao/html/resume.wik.html HTTP/1.0" 200 580 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
67.195.113.245 - - [13/Jul/2010:14:40:05 -0400] "GET /~yliao/html/style.css HTTP/1.0" 404 328 "http://rio.ecs.umass.edu/~yliao/html/resume.wik.html" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
207.46.204.196 - - [13/Jul/2010:14:51:46 -0400] "GET /robots.txt HTTP/1.1" 404 415 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
91.216.122.46 - - [13/Jul/2010:15:13:20 -0400] "GET /course/ece242Spring2003/help/manual-add-menu.htm HTTP/1.0" 404 453 "http://rio.ecs.umass.edu/course/ece242Spring2003/help/manual-add-menu.htm" "Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)"
91.216.122.46 - - [13/Jul/2010:15:13:20 -0400] "GET / HTTP/1.0" 200 247 "http://rio.ecs.umass.edu/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)"
91.216.122.46 - - [13/Jul/2010:15:13:20 -0400] "GET /html/ HTTP/1.0" 200 3922 "http://rio.ecs.umass.edu/html/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)"
67.195.113.245 - - [13/Jul/2010:15:17:50 -0400] "GET /mnilpub/papers/jxia-techreport.pdf HTTP/1.0" 200 291323 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
124.115.0.110 - - [13/Jul/2010:15:27:10 -0400] "GET / HTTP/1.1" 200 202 "-" "Sosospider+(+http://help.soso.com/webspider.htm)"
124.115.0.110 - - [13/Jul/2010:15:27:19 -0400] "GET /html/ HTTP/1.1" 200 1360 "-" "Sosospider+(+http://help.soso.com/webspider.htm)"
123.125.66.65 - - [13/Jul/2010:15:30:12 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
119.235.237.92 - - [13/Jul/2010:15:33:27 -0400] "GET /robots.txt HTTP/1.1" 404 415 "-" "Yeti/1.0 (NHN Corp.; http://help.naver.com/robots/)"
119.235.237.92 - - [13/Jul/2010:15:33:28 -0400] "GET /~gao/ece697_03/references/Topology-PhyRevLtrVol85%202000.pdf HTTP/1.1" 404 463 "-" "Yeti/1.0 (NHN Corp.; http://help.naver.com/robots/)"
128.112.139.195 - - [13/Jul/2010:15:42:53 -0400] "GET /~yliao/html/paper/vnet-nsdi09-poster.pdf HTTP/1.0" 200 47047 "http://scholar.google.com/scholar?start=20&hl=en&as_sdt=8000000005&sciodt=8000000000&cites=8698627372968978398" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4"
207.46.204.196 - - [13/Jul/2010:15:43:55 -0400] "GET /MNIL/index.htm HTTP/1.1" 404 324 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
220.181.125.72 - - [13/Jul/2010:15:58:10 -0400] "GET /~yliao/pmwiki/ HTTP/1.1" 200 2810 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)"
84.3.122.200 - - [13/Jul/2010:16:22:36 -0400] "GET /~yliao/html/debian.wik.html HTTP/1.1" 200 3241 "http://www.google.hu/search?sourceid=chrome&ie=UTF-8&q=apt-get+updateapt-get+install+localesdpkg-reconfigure+locales" "Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4"
84.3.122.200 - - [13/Jul/2010:16:22:36 -0400] "GET /~yliao/html/blue.css HTTP/1.1" 200 2587 "http://rio.ecs.umass.edu/~yliao/html/debian.wik.html" "Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4"
84.3.122.200 - - [13/Jul/2010:16:22:36 -0400] "GET /favicon.ico HTTP/1.1" 200 4710 "-" "Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4"
128.112.139.195 - - [13/Jul/2010:16:25:52 -0400] "GET /mnilpub/papers/visa01b-yin.pdf HTTP/1.0" 200 881959 "http://scholar.google.com/scholar?start=10&hl=en&as_sdt=8000000005&sciodt=8000000000&cites=133779112963936791" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4"
123.125.66.126 - - [13/Jul/2010:16:31:08 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
220.181.7.56 - - [13/Jul/2010:16:32:29 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
129.118.165.166 - - [13/Jul/2010:16:36:38 -0400] "GET / HTTP/1.1" 200 202 "http://ece.umass.edu/ece/faculty" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.10) Gecko/20100504 Firefox/3.5.10"
129.118.165.166 - - [13/Jul/2010:16:36:38 -0400] "GET /favicon.ico HTTP/1.1" 200 4710 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.10) Gecko/20100504 Firefox/3.5.10"
129.118.165.166 - - [13/Jul/2010:16:36:38 -0400] "GET /html/ HTTP/1.1" 200 1360 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.10) Gecko/20100504 Firefox/3.5.10"
129.118.165.166 - - [13/Jul/2010:16:36:38 -0400] "GET /html/umass_logo.gif HTTP/1.1" 200 882 "http://rio.ecs.umass.edu/html/" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.10) Gecko/20100504 Firefox/3.5.10"
129.118.165.166 - - [13/Jul/2010:16:36:38 -0400] "GET /html/science.jpg HTTP/1.1" 200 20137 "http://rio.ecs.umass.edu/html/" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.10) Gecko/20100504 Firefox/3.5.10"
129.118.165.166 - - [13/Jul/2010:16:36:40 -0400] "GET /favicon.ico HTTP/1.1" 200 4710 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.10) Gecko/20100504 Firefox/3.5.10"
129.118.165.166 - - [13/Jul/2010:16:36:41 -0400] "GET /html/balloon.jpg HTTP/1.1" 200 33440 "http://rio.ecs.umass.edu/html/" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.10) Gecko/20100504 Firefox/3.5.10"
129.118.165.166 - - [13/Jul/2010:16:37:02 -0400] "GET /html/people/index.html HTTP/1.1" 200 1582 "http://rio.ecs.umass.edu/html/" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.10) Gecko/20100504 Firefox/3.5.10"
129.118.165.166 - - [13/Jul/2010:16:37:02 -0400] "GET /html/people/index.css HTTP/1.1" 200 891 "http://rio.ecs.umass.edu/html/people/index.html" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.10) Gecko/20100504 Firefox/3.5.10"
129.118.165.166 - - [13/Jul/2010:16:37:06 -0400] "GET /~ysong HTTP/1.1" 301 330 "http://rio.ecs.umass.edu/html/people/index.html" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.10) Gecko/20100504 Firefox/3.5.10"
129.118.165.166 - - [13/Jul/2010:16:37:06 -0400] "GET /~ysong/ HTTP/1.1" 200 604 "http://rio.ecs.umass.edu/html/people/index.html" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.10) Gecko/20100504 Firefox/3.5.10"
129.118.165.166 - - [13/Jul/2010:16:37:06 -0400] "GET /icons/blank.gif HTTP/1.1" 200 148 "http://rio.ecs.umass.edu/~ysong/" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.10) Gecko/20100504 Firefox/3.5.10"
129.118.165.166 - - [13/Jul/2010:16:37:07 -0400] "GET /icons/back.gif HTTP/1.1" 200 216 "http://rio.ecs.umass.edu/~ysong/" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.10) Gecko/20100504 Firefox/3.5.10"
129.118.165.166 - - [13/Jul/2010:16:37:07 -0400] "GET /icons/unknown.gif HTTP/1.1" 200 245 "http://rio.ecs.umass.edu/~ysong/" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.10) Gecko/20100504 Firefox/3.5.10"
129.118.165.166 - - [13/Jul/2010:16:37:07 -0400] "GET /icons/layout.gif HTTP/1.1" 200 276 "http://rio.ecs.umass.edu/~ysong/" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US; rv:1.9.1.10) Gecko/20100504 Firefox/3.5.10"
128.119.100.153 - - [13/Jul/2010:17:13:25 -0400] "GET /robots.txt HTTP/1.0" 404 321 "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
128.119.100.153 - - [13/Jul/2010:17:13:25 -0400] "GET / HTTP/1.0" 304 - "-" "gsa-crawler (Enterprise; T2-EG9QX8JZXNSJA; systems@nic.umass.edu,web@admin.umass.edu,ltgarcia@admin.umass.edu)"
58.218.204.110 - - [13/Jul/2010:17:13:44 -0400] "GET http://proxy.adsweet.com/proxyheader.php HTTP/1.1" 404 420 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
193.252.149.15 - - [13/Jul/2010:17:15:44 -0400] "GET /robots.txt HTTP/1.1" 404 321 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.8.1) VoilaBot BETA 1.2 (support.voilabot@orange-ftgroup.com)"
193.252.149.15 - - [13/Jul/2010:17:15:46 -0400] "GET / HTTP/1.1" 200 202 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.8.1) VoilaBot BETA 1.2 (support.voilabot@orange-ftgroup.com)"
58.218.204.110 - - [13/Jul/2010:17:16:15 -0400] "GET http://proxy.adsweet.com/proxyheader.php HTTP/1.1" 404 420 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
174.133.169.250 - - [13/Jul/2010:17:30:47 -0400] "GET /mnilpub/papers/p317-wang.pdf HTTP/1.1" 200 205030 "-" "-"
67.195.113.245 - - [13/Jul/2010:17:34:42 -0400] "GET /~yliao/html/fun/?S=D HTTP/1.0" 200 489 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
67.195.113.245 - - [13/Jul/2010:17:35:21 -0400] "GET /~yliao/pmwiki/index.php?n=Misc.Language HTTP/1.0" 200 2152 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
67.195.113.245 - - [13/Jul/2010:17:35:23 -0400] "GET /~yliao/pmwiki/pub/skins/monobook/monobook.css HTTP/1.0" 304 - "http://rio.ecs.umass.edu/~yliao/pmwiki/index.php?n=Misc.Language" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
207.46.199.201 - - [13/Jul/2010:17:39:01 -0400] "GET /robots.txt HTTP/1.1" 404 415 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
123.125.66.91 - - [13/Jul/2010:17:40:46 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
220.181.7.90 - - [13/Jul/2010:17:47:36 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
193.105.171.45 - - [13/Jul/2010:18:00:00 -0400] "GET /~gao/ece697_05/references/BGP_NANOG/sld009.htm HTTP/1.1" 404 451 "-" "-"
67.195.113.245 - - [13/Jul/2010:18:02:58 -0400] "GET /mnilpub/papers/?S=D HTTP/1.0" 200 2083 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
125.164.2.112 - - [13/Jul/2010:18:11:03 -0400] "GET /~jqiu/image/ngn.gif HTTP/1.1" 404 330 "http://my.opera.com/uchaan/blog/?startidx=10" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.7) Gecko/20100701 Firefox/3.6.7"
125.164.2.112 - - [13/Jul/2010:18:12:20 -0400] "GET /~jqiu/image/ngn.gif HTTP/1.1" 404 330 "http://my.opera.com/uchaan/blog/?startidx=10" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.7) Gecko/20100701 Firefox/3.6.7"
125.164.2.112 - - [13/Jul/2010:18:16:26 -0400] "GET /~jqiu/image/ngn.gif HTTP/1.1" 404 330 "http://my.opera.com/uchaan/blog/?startidx=10" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.7) Gecko/20100701 Firefox/3.6.7"
207.46.199.37 - - [13/Jul/2010:18:32:37 -0400] "GET /robots.txt HTTP/1.1" 404 415 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
207.46.199.37 - - [13/Jul/2010:18:42:54 -0400] "GET /mnilpub/papers/fpga76-unnikrishnan.pdf HTTP/1.1" 200 419609 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
158.130.62.101 - - [13/Jul/2010:18:43:33 -0400] "GET /robots.txt HTTP/1.1" 404 321 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.6) Gecko/20100625 Firefox/3.6.6 GTB7.1 (.NET CLR 3.5.30729)"
123.125.66.119 - - [13/Jul/2010:18:47:43 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
220.181.7.119 - - [13/Jul/2010:18:52:54 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
67.195.113.245 - - [13/Jul/2010:19:11:30 -0400] "GET /~yliao/pmwiki/index.php?n=Misc.RecentChanges HTTP/1.0" 200 2328 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp/3.0; http://help.yahoo.com/help/us/ysearch/slurp)"
125.232.69.253 - - [13/Jul/2010:19:28:24 -0400] "GET /html/publication/index.html HTTP/1.1" 200 6445 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
207.46.199.191 - - [13/Jul/2010:19:33:37 -0400] "GET /robots.txt HTTP/1.1" 404 415 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
15.203.233.77 - - [13/Jul/2010:19:37:34 -0400] "GET /mnilpub/papers/imc05-slides-v4.ppt HTTP/1.1" 200 200704 "-" "Wget/1.11.4 Red Hat modified"
123.125.66.121 - - [13/Jul/2010:19:41:50 -0400] "GET / HTTP/1.1" 200 247 "-" "Baiduspider+(+http://www.baidu.com/search/spider.htm)"
